,username,following,followers,totaltweets,retweetcount,retweeters
560,lgbtqnation,1701,192629,69899,16,"['RonaldoLGBTIPTY', 'RaeDoubleU', 'definitefraggle', 'nkarvia', 'IncludedCares', 'UruguayLgbt', 'BinxTheQueen', 'Othiel93231', 'Avonan', 'KandyMi08012204', 'shyredmd', 'dbishopii', 'LuxFluxPhoto', 'ColterMcCoy4']"
561,DukePress,1710,44441,37848,9,"['SitraBowman', 'redforgender', 'NotSoAveragJoe', 'DrMaDMo', 'anjulifatima', 'kwissoker', 'aibexint', 'jdgtranen', 'linguistpapi']"
562,1Hefner_,1424,1461,74457,8,"['miracleboy_1997', 'ashia_pace', 'justthat_dude', 'nadislight', 'therealtizzytt', 'cravebambi', 'ohioborn17', 'syi_boughetto']"
563,yongmogu,2,7,6194,0,[]
564,luna_selas,7192,10327,97156,0,['molina_elorza']
565,XLGBTQCOIN,8,2024,70,142,"['LongasaGrace', 'vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto']"
566,Stratford_B,497,346,1797,0,[]
567,Quin4w,3512,3051,5706,0,[]
568,UniteWomenOrgNY,1817,1419,34413,0,[]
569,DA_magazine,7581,7523,27319,1,['Youth_Truth']
570,luna_selas,7192,10327,97156,2,"['molina_elorza', 'Nblackthorne']"
571,lgbtqnation,1701,192629,69899,3,['Marieelleephant']
572,awford,87,148,498,0,[]
